## Assay Id = 6
1.72	0.7	0.31	0.19	0.24	1.26	0.67	-0.21	1.01	0.95	-0.09	1.19	0.65	1.37	-0.4	0.79	0.37	0.61	0.44	0.68	0	0.62	1.74	0.51
1.06	-0.17	-0.07	0.45	1.72	0.22	0.4	-0.05	-0.72	1.42	0.06	0.71	0.09	1.37	0.47	0.12	-0.3	1.62	-0.21	0.22	-0.08	2.43	0.63	0.63
0.65	1.03	0.03	0.51	0.27	-0.88	0.55	1.48	-0.03	-0.52	1.35	-1.35	-1.16	0.09	-0.2	0.42	-0.01	0.52	-0.32	0.02	-0.95	1.4	0.13	0.36
0.59	0.26	1.78	2.28	0.54	2.28	-1.13	0.99	-0.65	-1.08	-1.08	0.09	0.08	1.51	0.58	-0.63	0.97	-0.93	0.42	1.82	1.35	1.04	1.99	1.02
0.97	1.06	0.81	-0.55	-0.28	0.22	-0.55	-0.33	0.03	-0.9	-1.25	-0.35	0.46	2.48	0.94	0.15	0.4	-0.12	-0.04	-0.14	-0.76	0.77	-0.23	-0.41
1.57	0.72	-0.03	-0.5	-0.27	0.78	0.18	-0.44	0.06	-0.91	0.22	0.79	0.48	-0.36	0.86	0.06	-1.01	-1.06	0.08	-0.13	0.73	0.16	-0.6	0.55
2.46	-0.65	0.09	-0.2	-0.03	-1.08	-0.69	-0.89	0.45	1.4	1.22	-0.66	-0.63	0.87	-0.13	-0.13	-0.46	-0.47	-0.56	-0.17	-1.07	0.04	1.01	0.08
-0.03	-0.61	-0.73	-0.94	-0.47	-0.63	-0.68	-0.61	-0.32	-1.03	-0.85	-0.63	0.53	-0.67	-1.22	-0.87	-0.2	-1.01	-0.74	-0.29	-0.25	-0.52	0.23	-0.14
0	-0.41	0.5	-0.52	-0.82	-0.86	-0.11	-0.93	-0.44	-0.69	-0.75	-1.12	-0.81	-0.44	0.16	-0.57	-0.94	-0.94	-0.34	-0.32	-0.85	-0.78	0.12	0.15
-0.43	-0.17	-1.49	-1.09	0.01	-0.92	-0.11	-0.5	-0.31	-0.31	-1.12	-0.91	-0.34	-0.89	-0.58	0.1	0.42	1.22	-0.47	1.23	1.15	0.17	0.29	0.44
0.22	-0.91	-0.39	-0.72	-0.05	0.05	-0.52	-0.23	0.11	-0.73	0.03	1.78	-1.25	-0.37	-0.22	2.01	-0.55	-3.13	-2.75	-3.11	-3.22	0.25	2.41	0.85
-0.16	0.89	-0.55	-0.81	0.29	-0.65	-0.14	-0.03	-0.64	-1.27	0.21	0.09	-1.21	-0.86	-0.19	0.24	-0.24	0.23	2.7	0.15	0.86	0.37	0.95	0.16
-0.31	-0.92	-1.39	-1.04	-0.56	-1.02	-0.94	3.21	-0.03	-1.59	-0.8	-0.69	-0.39	1.04	-0.3	-0.73	-0.32	-0.05	0.53	0.16	0.3	-0.06	0	0.17
0.48	0.02	-0.31	-0.27	-0.4	0.13	-0.42	-0.07	-0.28	-0.88	-0.1	-0.96	-0.68	-0.99	0.08	-1.04	0.59	-3.14	-3.2	-3.03	-3.02	-0.21	0.13	0.27
-0.09	6.4	1.28	-0.27	0.1	0.03	0.03	0.46	0.07	0.06	1.1	1.4	-0.97	0.07	0.02	-0.85	-0.74	-1.53	-1.86	-1.79	-2.16	0.24	0.85	0.96
0.24	-0.47	-0.54	1.89	0.1	0.78	-0.07	0.46	-0.97	-0.47	0.5	0.34	0.16	0.81	-0.51	1.66	0.44	0.94	1.13	-0.17	-0.1	1.59	0.53	1.99
## Assay Id = 7
1.72	0.7	0.31	0.19	0.24	1.26	0.67	-0.21	1.01	0.95	-0.09	1.19	0.65	1.37	-0.4	0.79	0.37	0.61	0.44	0.68	0	0.62	1.74	0.51
1.06	-0.17	-0.07	0.45	1.72	0.22	0.4	-0.05	-0.72	1.42	0.06	0.71	0.09	1.37	0.47	0.12	-0.3	1.62	-0.21	0.22	-0.08	2.43	0.63	0.63
0.65	1.03	0.03	0.51	0.27	-0.88	0.55	1.48	-0.03	-0.52	1.35	-1.35	-1.16	0.09	-0.2	0.42	-0.01	0.52	-0.32	0.02	-0.95	1.4	0.13	0.36
0.59	0.26	1.78	2.28	0.54	2.28	-1.13	0.99	-0.65	-1.08	-1.08	0.09	0.08	1.51	0.58	-0.63	0.97	-0.93	0.42	1.82	1.35	1.04	1.99	1.02
0.97	1.06	0.81	-0.55	-0.28	0.22	-0.55	-0.33	0.03	-0.9	-1.25	-0.35	0.46	2.48	0.94	0.15	0.4	-0.12	-0.04	-0.14	-0.76	0.77	-0.23	-0.41
1.57	0.72	-0.03	-0.5	-0.27	0.78	0.18	-0.44	0.06	-0.91	0.22	0.79	0.48	-0.36	0.86	0.06	-1.01	-1.06	0.08	-0.13	0.73	0.16	-0.6	0.55
2.46	-0.65	0.09	-0.2	-0.03	-1.08	-0.69	-0.89	0.45	1.4	1.22	-0.66	-0.63	0.87	-0.13	-0.13	-0.46	-0.47	-0.56	-0.17	-1.07	0.04	1.01	0.08
-0.03	-0.61	-0.73	-0.94	-0.47	-0.63	-0.68	-0.61	-0.32	-1.03	-0.85	-0.63	0.53	-0.67	-1.22	-0.87	-0.2	-1.01	-0.74	-0.29	-0.25	-0.52	0.23	-0.14
0	-0.41	0.5	-0.52	-0.82	-0.86	-0.11	-0.93	-0.44	-0.69	-0.75	-1.12	-0.81	-0.44	0.16	-0.57	-0.94	-0.94	-0.34	-0.32	-0.85	-0.78	0.12	0.15
-0.43	-0.17	-1.49	-1.09	0.01	-0.92	-0.11	-0.5	-0.31	-0.31	-1.12	-0.91	-0.34	-0.89	-0.58	0.1	0.42	1.22	-0.47	1.23	1.15	0.17	0.29	0.44
0.22	-0.91	-0.39	-0.72	-0.05	0.05	-0.52	-0.23	0.11	-0.73	0.03	1.78	-1.25	-0.37	-0.22	2.01	-0.55	-3.13	-2.75	-3.11	-3.22	0.25	2.41	0.85
-0.16	0.89	-0.55	-0.81	0.29	-0.65	-0.14	-0.03	-0.64	-1.27	0.21	0.09	-1.21	-0.86	-0.19	0.24	-0.24	0.23	2.7	0.15	0.86	0.37	0.95	0.16
-0.31	-0.92	-1.39	-1.04	-0.56	-1.02	-0.94	3.21	-0.03	-1.59	-0.8	-0.69	-0.39	1.04	-0.3	-0.73	-0.32	-0.05	0.53	0.16	0.3	-0.06	0	0.17
0.48	0.02	-0.31	-0.27	-0.4	0.13	-0.42	-0.07	-0.28	-0.88	-0.1	-0.96	-0.68	-0.99	0.08	-1.04	0.59	-3.14	-3.2	-3.03	-3.02	-0.21	0.13	0.27
-0.09	6.4	1.28	-0.27	0.1	0.03	0.03	0.46	0.07	0.06	1.1	1.4	-0.97	0.07	0.02	-0.85	-0.74	-1.53	-1.86	-1.79	-2.16	0.24	0.85	0.96
0.24	-0.47	-0.54	1.89	0.1	0.78	-0.07	0.46	-0.97	-0.47	0.5	0.34	0.16	0.81	-0.51	1.66	0.44	0.94	1.13	-0.17	-0.1	1.59	0.53	1.99
